Drug_A,Drug_B,Level,Drug_A_MolecularWeight,Drug_A_XLogP,Drug_A_ExactMass,Drug_A_TPSA,Drug_B_MolecularWeight,Drug_B_XLogP,Drug_B_ExactMass,Drug_B_TPSA,Drug_A_ID,Drug_B_ID,Level_ID
Naproxen,Famotidine,Moderate,230.26,3.3,230.094294304,46.5,337.5,-0.6,337.04493627,238.0,214,18,2
Nelfinavir,Famotidine,Minor,567.8,5.7,567.3130781,127.0,337.5,-0.6,337.04493627,238.0,80,18,1
Famotidine,Neratinib,Major,337.5,-0.6,337.04493627,238.0,557.0,4.9,556.1989665,112.0,18,1073,3
Nicotine,Famotidine,Minor,162.23,1.2,162.115698455,16.1,337.5,-0.6,337.04493627,238.0,215,18,1
Famotidine,Nilotinib,Moderate,337.5,-0.6,337.04493627,238.0,529.5,4.9,529.18379284,97.6,18,757,2
Nilutamide,Famotidine,Moderate,317.22,2.0,317.06234029,95.2,337.5,-0.6,337.04493627,238.0,216,18,2
Famotidine,Norfloxacin,Moderate,337.5,-0.6,337.04493627,238.0,319.33,-1.0,319.13321961,72.9,18,432,2
Nortriptyline,Famotidine,Moderate,263.4,4.5,263.167399674,12.0,337.5,-0.6,337.04493627,238.0,217,18,2
Famotidine,Ofloxacin,Moderate,337.5,-0.6,337.04493627,238.0,361.4,-0.4,361.14378429,73.3,18,433,2
Olanzapine,Famotidine,Moderate,312.4,2.9,312.14086783,59.1,337.5,-0.6,337.04493627,238.0,218,18,2
Famotidine,Oliceridine,Moderate,337.5,-0.6,337.04493627,238.0,386.6,3.5,386.20279938,71.6,18,1074,2
Famotidine,Olodaterol,Moderate,337.5,-0.6,337.04493627,238.0,386.4,1.8,386.18417193,100.0,18,979,2
Ondansetron,Famotidine,Moderate,293.4,2.3,293.152812238,39.8,337.5,-0.6,337.04493627,238.0,27,18,2
Famotidine,Osilodrostat,Moderate,337.5,-0.6,337.04493627,238.0,227.24,1.9,227.08587549,41.6,18,1030,2
Famotidine,Osimertinib,Moderate,337.5,-0.6,337.04493627,238.0,499.6,3.7,499.26957332,87.6,18,1031,2
Famotidine,Oxaprozin,Minor,337.5,-0.6,337.04493627,238.0,293.3,4.2,293.10519334,63.3,18,692,1
Oxytocin,Famotidine,Moderate,1007.2,-2.6,1006.43645793,450.0,337.5,-0.6,337.04493627,238.0,141,18,2
Famotidine,Ozanimod,Major,337.5,-0.6,337.04493627,238.0,404.5,3.1,404.18484064,104.0,18,1064,3
Famotidine,Paliperidone,Moderate,337.5,-0.6,337.04493627,238.0,426.5,2.2,426.2067189,82.2,18,436,2
Palonosetron,Famotidine,Moderate,296.4,2.8,296.188863393,23.6,337.5,-0.6,337.04493627,238.0,28,18,2
Famotidine,Panobinostat,Moderate,337.5,-0.6,337.04493627,238.0,349.4,3.0,349.17902698,77.2,18,758,2
Famotidine,Pasireotide,Moderate,337.5,-0.6,337.04493627,238.0,1047.2,4.7,1046.50142372,281.0,18,437,2
Famotidine,Pazopanib,Major,337.5,-0.6,337.04493627,238.0,437.5,3.1,437.16339418,127.0,18,759,3
Pemetrexed,Famotidine,Moderate,427.4,0.2,427.14918341,187.0,337.5,-0.6,337.04493627,238.0,219,18,2
Pentamidine,Famotidine,Moderate,340.4,2.6,340.18992602,118.0,337.5,-0.6,337.04493627,238.0,220,18,2
Perphenazine,Famotidine,Moderate,404.0,4.2,403.1485113,55.3,337.5,-0.6,337.04493627,238.0,221,18,2
Famotidine,Pexidartinib,Moderate,337.5,-0.6,337.04493627,238.0,417.8,4.5,417.0968077,66.5,18,1060,2
Phenytoin,Famotidine,Moderate,252.27,2.5,252.08987763,58.2,337.5,-0.6,337.04493627,238.0,82,18,2
Famotidine,Pimavanserin,Moderate,337.5,-0.6,337.04493627,238.0,427.6,4.5,427.2635055,44.8,18,760,2
Famotidine,Pimozide,Moderate,337.5,-0.6,337.04493627,238.0,461.5,6.3,461.22786888,35.6,18,617,2
Famotidine,Pirbuterol,Moderate,337.5,-0.6,337.04493627,238.0,240.3,-0.1,240.1473925,85.6,18,145,2
Piroxicam,Famotidine,Minor,331.3,3.1,331.06267708,108.0,337.5,-0.6,337.04493627,238.0,222,18,1
Famotidine,Pitolisant,Moderate,337.5,-0.6,337.04493627,238.0,295.8,4.3,295.1702921,12.5,18,993,2
Famotidine,Ponatinib,Minor,337.5,-0.6,337.04493627,238.0,532.6,4.1,532.21984399,65.8,18,994,1
Famotidine,Posaconazole,Moderate,337.5,-0.6,337.04493627,238.0,700.8,4.6,700.32970817,112.0,18,761,2
Famotidine,Prasugrel,Minor,337.5,-0.6,337.04493627,238.0,373.4,3.6,373.11479284,74.9,18,1075,1
Famotidine,Primaquine,Moderate,337.5,-0.6,337.04493627,238.0,259.35,2.2,259.168462302,60.2,18,762,2
Famotidine,Probenecid,Minor,337.5,-0.6,337.04493627,238.0,285.36,3.2,285.10347926,83.1,18,550,1
Famotidine,Probucol,Moderate,337.5,-0.6,337.04493627,238.0,516.8,11.3,516.30957312,91.1,18,763,2
Famotidine,Procainamide,Moderate,337.5,-0.6,337.04493627,238.0,235.33,0.9,235.168462302,58.4,18,764,2
Prochlorperazine,Famotidine,Moderate,373.9,4.9,373.1379466,35.0,337.5,-0.6,337.04493627,238.0,223,18,2
Promazine,Famotidine,Moderate,284.4,4.5,284.13471982,31.8,337.5,-0.6,337.04493627,238.0,224,18,2
Famotidine,Promethazine,Moderate,337.5,-0.6,337.04493627,238.0,284.4,4.8,284.13471982,31.8,18,439,2
Famotidine,Propafenone,Moderate,337.5,-0.6,337.04493627,238.0,341.4,3.3,341.19909372,58.6,18,731,2
Propofol,Famotidine,Moderate,178.27,3.8,178.135765193,20.2,337.5,-0.6,337.04493627,238.0,225,18,2
Dextropropoxyphene,Famotidine,Moderate,339.5,4.2,339.219829168,29.5,337.5,-0.6,337.04493627,238.0,226,18,2
Protriptyline,Famotidine,Moderate,263.4,4.4,263.167399674,12.0,337.5,-0.6,337.04493627,238.0,227,18,2
Famotidine,Quetiapine,Moderate,337.5,-0.6,337.04493627,238.0,383.5,2.1,383.16674822,73.6,18,441,2
Quinidine,Famotidine,Moderate,324.4,2.9,324.183778013,45.6,337.5,-0.6,337.04493627,238.0,228,18,2
Quinine,Famotidine,Moderate,324.4,2.9,324.183778013,45.6,337.5,-0.6,337.04493627,238.0,229,18,2
Famotidine,Raltegravir,Minor,337.5,-0.6,337.04493627,238.0,444.4,1.1,444.15574595,150.0,18,1076,1
Famotidine,Ramelteon,Moderate,337.5,-0.6,337.04493627,238.0,259.34,2.7,259.157228913,38.3,18,714,2
Ranolazine,Famotidine,Moderate,427.5,2.7,427.24710654,74.3,337.5,-0.6,337.04493627,238.0,230,18,2
Famotidine,Ribociclib,Moderate,337.5,-0.6,337.04493627,238.0,434.5,2.2,434.25425761,91.2,18,1033,2
Famotidine,Rilpivirine,Major,337.5,-0.6,337.04493627,238.0,366.4,4.5,366.1592946,97.4,18,765,3
Risperidone,Famotidine,Moderate,410.5,2.7,410.21180428,61.9,337.5,-0.6,337.04493627,238.0,231,18,2
Ritodrine,Famotidine,Moderate,287.35,2.3,287.15214353,72.7,337.5,-0.6,337.04493627,238.0,147,18,2
Famotidine,Rivastigmine,Moderate,337.5,-0.6,337.04493627,238.0,250.34,2.3,250.168127949,32.8,18,623,2
Famotidine,Romidepsin,Moderate,337.5,-0.6,337.04493627,238.0,540.7,2.2,540.20762723,193.0,18,766,2
Famotidine,Rucaparib,Moderate,337.5,-0.6,337.04493627,238.0,323.4,2.5,323.14339037,56.9,18,1077,2
Famotidine,Salmeterol,Moderate,337.5,-0.6,337.04493627,238.0,415.6,3.9,415.27225866,82.0,18,149,2
Famotidine,Saquinavir,Moderate,337.5,-0.6,337.04493627,238.0,670.8,4.2,670.38426872,167.0,18,443,2
Famotidine,Selpercatinib,Major,337.5,-0.6,337.04493627,238.0,525.6,2.5,525.24883788,112.0,18,1078,3
Famotidine,Sertraline,Moderate,337.5,-0.6,337.04493627,238.0,306.2,4.8,305.0738049,12.0,18,624,2
Famotidine,Sevoflurane,Moderate,337.5,-0.6,337.04493627,238.0,200.05,2.8,200.00721185,9.2,18,767,2
Famotidine,Siponimod,Major,337.5,-0.6,337.04493627,238.0,516.6,4.8,516.25997747,62.1,18,1034,3
Famotidine,Solifenacin,Moderate,337.5,-0.6,337.04493627,238.0,362.5,4.0,362.199428076,32.8,18,768,2
Famotidine,Sonidegib,Minor,337.5,-0.6,337.04493627,238.0,485.5,5.8,485.19262619,63.7,18,1079,1
Sorafenib,Famotidine,Moderate,464.8,4.1,464.0863026,92.4,337.5,-0.6,337.04493627,238.0,232,18,2
Sotalol,Famotidine,Moderate,272.37,0.2,272.11946368,86.8,337.5,-0.6,337.04493627,238.0,233,18,2
Famotidine,Sparfloxacin,Moderate,337.5,-0.6,337.04493627,238.0,392.4,0.1,392.1659969,98.9,18,445,2
Famotidine,Sulfamethoxazole,Minor,337.5,-0.6,337.04493627,238.0,253.28,0.9,253.05211239,107.0,18,834,1
Sulindac,Famotidine,Minor,356.4,3.4,356.08824374,73.6,337.5,-0.6,337.04493627,238.0,234,18,1
Famotidine,Sunitinib,Moderate,337.5,-0.6,337.04493627,238.0,398.5,2.6,398.21180428,77.2,18,769,2
Tacrine,Famotidine,Moderate,198.26,2.7,198.115698455,38.9,337.5,-0.6,337.04493627,238.0,235,18,2
Tacrolimus,Famotidine,Moderate,804.0,2.7,803.48197664,178.0,337.5,-0.6,337.04493627,238.0,236,18,2
Tamoxifen,Famotidine,Moderate,371.5,7.1,371.224914549,12.5,337.5,-0.6,337.04493627,238.0,237,18,2
Famotidine,Telavancin,Moderate,337.5,-0.6,337.04493627,238.0,1755.6,-2.1,1753.6374295,598.0,18,770,2
Famotidine,Telithromycin,Moderate,337.5,-0.6,337.04493627,238.0,812.0,4.2,811.47314329,172.0,18,289,2
Terbutaline,Famotidine,Moderate,225.28,0.9,225.13649347,72.7,337.5,-0.6,337.04493627,238.0,151,18,2
Terfenadine,Famotidine,Moderate,471.7,6.6,471.313729551,43.7,337.5,-0.6,337.04493627,238.0,238,18,2
Famotidine,Tetrabenazine,Moderate,337.5,-0.6,337.04493627,238.0,317.4,2.9,317.19909372,38.8,18,733,2
Famotidine,Thalidomide,Moderate,337.5,-0.6,337.04493627,238.0,258.23,0.3,258.0640568,83.6,18,718,2
Theophylline,Famotidine,Moderate,180.16,0.0,180.06472551,69.3,337.5,-0.6,337.04493627,238.0,239,18,2
Thioridazine,Famotidine,Moderate,370.6,5.9,370.15374118,57.1,337.5,-0.6,337.04493627,238.0,240,18,2
Tizanidine,Famotidine,Major,253.71,1.1,253.0188941,90.4,337.5,-0.6,337.04493627,238.0,241,18,3
Tolazamide,Famotidine,Moderate,311.4,1.5,311.13036271,86.9,337.5,-0.6,337.04493627,238.0,103,18,2
Famotidine,Tolbutamide,Moderate,337.5,-0.6,337.04493627,238.0,270.35,2.3,270.10381361,83.7,18,104,2
Tolmetin,Famotidine,Minor,257.28,2.8,257.10519334,59.3,337.5,-0.6,337.04493627,238.0,242,18,1
Toremifene,Famotidine,Moderate,406.0,7.2,405.1859422,12.5,337.5,-0.6,337.04493627,238.0,243,18,2
Trazodone,Famotidine,Moderate,371.9,2.8,371.151288,42.4,337.5,-0.6,337.04493627,238.0,244,18,2
Triamterene,Famotidine,Minor,253.26,1.0,253.10759338,130.0,337.5,-0.6,337.04493627,238.0,245,18,1
Famotidine,Triclabendazole,Moderate,337.5,-0.6,337.04493627,238.0,359.7,5.7,357.950117,63.2,18,1035,2
Trifluoperazine,Famotidine,Moderate,407.5,5.0,407.16430344,35.0,337.5,-0.6,337.04493627,238.0,246,18,2
Triflupromazine,Famotidine,Moderate,352.4,5.2,352.12210427,31.8,337.5,-0.6,337.04493627,238.0,247,18,2
Famotidine,Alimemazine,Moderate,337.5,-0.6,337.04493627,238.0,298.4,4.7,298.15036988,31.8,18,449,2
Trimipramine,Famotidine,Moderate,294.4,5.8,294.209598838,6.5,337.5,-0.6,337.04493627,238.0,248,18,2
Famotidine,Triptorelin,Moderate,337.5,-0.6,337.04493627,238.0,1311.4,-0.3,1310.63087474,490.0,18,450,2
Famotidine,Valbenazine,Moderate,337.5,-0.6,337.04493627,238.0,418.6,4.3,418.2831577,74.0,18,1036,2
Famotidine,Vandetanib,Moderate,337.5,-0.6,337.04493627,238.0,475.4,4.9,474.10667,59.5,18,772,2
Vardenafil,Famotidine,Moderate,488.6,2.5,488.2205747,118.0,337.5,-0.6,337.04493627,238.0,249,18,2
Famotidine,Vemurafenib,Moderate,337.5,-0.6,337.04493627,238.0,489.9,5.0,489.0725466,100.0,18,773,2
Venlafaxine,Famotidine,Moderate,277.4,2.9,277.204179104,32.7,337.5,-0.6,337.04493627,238.0,153,18,2
Famotidine,Vismodegib,Minor,337.5,-0.6,337.04493627,238.0,421.3,3.8,420.0102189,84.5,18,1080,1
Voriconazole,Famotidine,Moderate,349.31,1.5,349.11504457,76.7,337.5,-0.6,337.04493627,238.0,250,18,2
Ziprasidone,Famotidine,Moderate,412.9,4.0,412.1124602,76.7,337.5,-0.6,337.04493627,238.0,86,18,2
Acetohexamide,Ranitidine,Moderate,324.4,2.4,324.1143783,101.0,314.41,0.3,314.14126175,112.0,95,69,2
Alendronic acid,Ranitidine,Minor,249.1,-6.5,249.01672575,161.0,314.41,0.3,314.14126175,112.0,163,69,1
Ranitidine,Atazanavir,Major,314.41,0.3,314.14126175,112.0,704.9,5.6,704.38974802,171.0,69,261,3
Ranitidine,Atracurium,Minor,314.41,0.3,314.14126175,112.0,929.1,7.9,928.50852574,126.0,69,1081,1
Ranitidine,Axitinib,Minor,314.41,0.3,314.14126175,112.0,386.5,4.2,386.12013238,96.0,69,1067,1
Ranitidine,Bacampicillin,Moderate,314.41,0.3,314.14126175,112.0,465.5,2.7,465.15697138,163.0,69,837,2
Ranitidine,Bosutinib,Moderate,314.41,0.3,314.14126175,112.0,530.4,5.4,529.1647452,82.9,69,743,2
Ranitidine,Brigatinib,Moderate,314.41,0.3,314.14126175,112.0,584.1,4.6,583.2591382,85.9,69,789,2
Ranitidine,Cefditoren,Moderate,314.41,0.3,314.14126175,112.0,506.6,0.7,506.05008122,242.0,69,265,2
Ranitidine,Cefpodoxime,Moderate,314.41,0.3,314.14126175,112.0,427.5,-1.4,427.06202563,210.0,69,811,2
Ranitidine,Cefuroxime,Moderate,314.41,0.3,314.14126175,112.0,424.4,-0.2,424.06888465,199.0,69,266,2
Ranitidine,Ceritinib,Moderate,314.41,0.3,314.14126175,112.0,558.1,6.4,557.2227389,114.0,69,815,2
Chlorpropamide,Ranitidine,Moderate,276.74,2.3,276.0335411,83.7,314.41,0.3,314.14126175,112.0,98,69,2
Cisapride,Ranitidine,Minor,465.9,3.4,465.1830623,86.1,314.41,0.3,314.14126175,112.0,15,69,1
Cisatracurium,Ranitidine,Minor,929.1,7.9,928.50852574,126.0,314.41,0.3,314.14126175,112.0,251,69,1
Cyclosporine,Ranitidine,Minor,1202.6,7.5,1201.84136802,279.0,314.41,0.3,314.14126175,112.0,252,69,1
Ranitidine,Dabrafenib,Moderate,314.41,0.3,314.14126175,112.0,519.6,4.8,519.10105173,147.0,69,889,2
Ranitidine,Dacomitinib,Moderate,314.41,0.3,314.14126175,112.0,469.9,4.4,469.1680809,79.4,69,1068,2
Ranitidine,Dasatinib,Major,314.41,0.3,314.14126175,112.0,488.0,3.6,487.155722,135.0,69,747,3
Delavirdine,Ranitidine,Moderate,456.6,2.4,456.19435995,119.0,314.41,0.3,314.14126175,112.0,179,69,2
Diclofenac,Ranitidine,Minor,296.1,4.4,295.016684,49.3,314.41,0.3,314.14126175,112.0,180,69,1
Dicoumarol,Ranitidine,Moderate,336.3,2.6,336.0633881,93.1,314.41,0.3,314.14126175,112.0,73,69,2
Ranitidine,Didanosine,Minor,314.41,0.3,314.14126175,112.0,236.23,-1.2,236.09094026,88.7,69,663,1
Donepezil,Ranitidine,Moderate,379.5,4.3,379.21474379,38.8,314.41,0.3,314.14126175,112.0,183,69,2
Ranitidine,Doxacurium,Minor,314.41,0.3,314.14126175,112.0,1035.2,7.4,1034.5351344,163.0,69,700,1
Duloxetine,Ranitidine,Minor,297.4,4.3,297.1187354,49.5,314.41,0.3,314.14126175,112.0,185,69,1
Ranitidine,Eliglustat,Moderate,314.41,0.3,314.14126175,112.0,404.5,3.7,404.26750763,71.0,69,463,2
Enoxacin,Ranitidine,Minor,320.32,-0.2,320.12846858,85.8,314.41,0.3,314.14126175,112.0,187,69,1
Entecavir,Ranitidine,Moderate,277.28,-1.3,277.11748936,126.0,314.41,0.3,314.14126175,112.0,188,69,2
Erlotinib,Ranitidine,Moderate,393.4,3.3,393.16885622,74.7,314.41,0.3,314.14126175,112.0,190,69,2
Etodolac,Ranitidine,Minor,287.35,2.8,287.15214353,62.3,314.41,0.3,314.14126175,112.0,192,69,1
Ranitidine,Etravirine,Minor,314.41,0.3,314.14126175,112.0,435.3,4.5,434.04907,121.0,69,920,1
Fenoprofen,Ranitidine,Minor,242.27,3.3,242.094294304,46.5,314.41,0.3,314.14126175,112.0,193,69,1
Ranitidine,Fingolimod,Moderate,314.41,0.3,314.14126175,112.0,307.5,4.2,307.251129295,66.5,69,1069,2
Ranitidine,Flibanserin,Moderate,314.41,0.3,314.14126175,112.0,390.4,3.3,390.16674579,38.8,69,896,2
Ranitidine,Fosamprenavir,Moderate,314.41,0.3,314.14126175,112.0,585.6,1.8,585.19098791,186.0,69,403,2
Ranitidine,Fosphenytoin,Moderate,314.41,0.3,314.14126175,112.0,362.27,0.6,362.0667732,116.0,69,404,2
Galantamine,Ranitidine,Moderate,287.35,1.8,287.15214353,41.9,314.41,0.3,314.14126175,112.0,200,69,2
Gefitinib,Ranitidine,Moderate,446.9,4.1,446.1520965,68.7,314.41,0.3,314.14126175,112.0,201,69,2
Glimepiride,Ranitidine,Moderate,490.6,3.9,490.22499137,133.0,314.41,0.3,314.14126175,112.0,90,69,2
Ranitidine,Glipizide,Moderate,314.41,0.3,314.14126175,112.0,445.5,1.9,445.17837553,139.0,69,100,2
Ranitidine,Glyburide,Moderate,314.41,0.3,314.14126175,112.0,494.0,4.8,493.1438199,122.0,69,101,2
Ranitidine,Ibuprofen,Minor,314.41,0.3,314.14126175,112.0,206.28,3.5,206.130679813,37.3,69,325,1
Indomethacin,Ranitidine,Minor,357.8,4.3,357.0767857,68.5,314.41,0.3,314.14126175,112.0,207,69,1
Ranitidine,Itraconazole,Moderate,314.41,0.3,314.14126175,112.0,705.6,5.7,704.2393071,101.0,69,707,2
Ranitidine,Ivabradine,Moderate,314.41,0.3,314.14126175,112.0,468.6,2.4,468.26242225,60.5,69,1070,2
Ranitidine,Ketoconazole,Moderate,314.41,0.3,314.14126175,112.0,531.4,4.3,530.1487608,69.1,69,279,2
Ranitidine,Ketoprofen,Minor,314.41,0.3,314.14126175,112.0,254.28,3.1,254.094294304,54.4,69,690,1
Ketorolac,Ranitidine,Minor,255.27,1.9,255.08954328,59.3,314.41,0.3,314.14126175,112.0,208,69,1
Ranitidine,Lapatinib,Moderate,314.41,0.3,314.14126175,112.0,581.1,5.1,580.1347324,115.0,69,754,2
Ranitidine,Lasmiditan,Moderate,314.41,0.3,314.14126175,112.0,377.4,2.8,377.13511131,62.3,69,1072,2
Ranitidine,Lemborexant,Major,314.41,0.3,314.14126175,112.0,410.4,3.2,410.15543222,77.0,69,1082,3
Ranitidine,Lomitapide,Moderate,314.41,0.3,314.14126175,112.0,693.7,8.6,693.2789964,61.4,69,923,2
Loperamide,Ranitidine,Major,477.0,5.0,476.223056,43.8,314.41,0.3,314.14126175,112.0,23,69,3
Ranitidine,Meclofenamic acid,Minor,314.41,0.3,314.14126175,112.0,296.1,5.2,295.016684,49.3,69,667,1
Mefenamic acid,Ranitidine,Minor,241.28,5.1,241.110278721,49.3,314.41,0.3,314.14126175,112.0,209,69,1
Ranitidine,Memantine,Minor,314.41,0.3,314.14126175,112.0,179.3,3.3,179.167399674,26.0,69,960,1
Metformin,Ranitidine,Moderate,129.16,-1.3,129.10144537,91.5,314.41,0.3,314.14126175,112.0,9,69,2
Ranitidine,Metocurine,Minor,314.41,0.3,314.14126175,112.0,652.8,6.7,652.35123726,55.4,69,969,1
Midazolam,Ranitidine,Moderate,325.8,2.5,325.0782033,30.2,314.41,0.3,314.14126175,112.0,253,69,2
Midodrine,Ranitidine,Minor,254.28,-0.6,254.12665706,93.8,314.41,0.3,314.14126175,112.0,139,69,1
Miglitol,Ranitidine,Minor,207.22,-2.6,207.11067264,104.0,314.41,0.3,314.14126175,112.0,158,69,1
Ranitidine,Mivacurium,Minor,314.41,0.3,314.14126175,112.0,1029.3,8.7,1028.56095523,145.0,69,710,1
Nabumetone,Ranitidine,Minor,228.29,3.1,228.115029749,26.3,314.41,0.3,314.14126175,112.0,254,69,1
Naproxen,Ranitidine,Moderate,230.26,3.3,230.094294304,46.5,314.41,0.3,314.14126175,112.0,214,69,2
Nelfinavir,Ranitidine,Minor,567.8,5.7,567.3130781,127.0,314.41,0.3,314.14126175,112.0,80,69,1
Ranitidine,Neratinib,Major,314.41,0.3,314.14126175,112.0,557.0,4.9,556.1989665,112.0,69,1073,3
Nicotine,Ranitidine,Minor,162.23,1.2,162.115698455,16.1,314.41,0.3,314.14126175,112.0,215,69,1
Ranitidine,Nifedipine,Minor,314.41,0.3,314.14126175,112.0,346.3,2.2,346.1164863,110.0,69,304,1
Ranitidine,Nilotinib,Moderate,314.41,0.3,314.14126175,112.0,529.5,4.9,529.18379284,97.6,69,757,2
Ranitidine,Oxaprozin,Minor,314.41,0.3,314.14126175,112.0,293.3,4.2,293.10519334,63.3,69,692,1
Ranitidine,Ozanimod,Moderate,314.41,0.3,314.14126175,112.0,404.5,3.1,404.18484064,104.0,69,1064,2
Ranitidine,Pancuronium,Minor,314.41,0.3,314.14126175,112.0,572.9,6.6,572.4553084,52.6,69,970,1
Ranitidine,Pazopanib,Major,314.41,0.3,314.14126175,112.0,437.5,3.1,437.16339418,127.0,69,759,3
Pemetrexed,Ranitidine,Moderate,427.4,0.2,427.14918341,187.0,314.41,0.3,314.14126175,112.0,219,69,2
Ranitidine,Pexidartinib,Moderate,314.41,0.3,314.14126175,112.0,417.8,4.5,417.0968077,66.5,69,1060,2
Phenytoin,Ranitidine,Moderate,252.27,2.5,252.08987763,58.2,314.41,0.3,314.14126175,112.0,82,69,2
Ranitidine,Physostigmine,Moderate,314.41,0.3,314.14126175,112.0,275.35,0.7,275.16337692,44.8,69,616,2
Ranitidine,Pipecuronium,Minor,314.41,0.3,314.14126175,112.0,602.9,4.5,602.47710647,59.1,69,971,1
Piroxicam,Ranitidine,Minor,331.3,3.1,331.06267708,108.0,314.41,0.3,314.14126175,112.0,222,69,1
Ranitidine,Ponatinib,Minor,314.41,0.3,314.14126175,112.0,532.6,4.1,532.21984399,65.8,69,994,1
Ranitidine,Posaconazole,Moderate,314.41,0.3,314.14126175,112.0,700.8,4.6,700.32970817,112.0,69,761,2
Pramipexole,Ranitidine,Minor,211.33,1.9,211.11431873,79.2,314.41,0.3,314.14126175,112.0,255,69,1
Ranitidine,Prasugrel,Minor,314.41,0.3,314.14126175,112.0,373.4,3.6,373.11479284,74.9,69,1075,1
Ranitidine,Procainamide,Moderate,314.41,0.3,314.14126175,112.0,235.33,0.9,235.168462302,58.4,69,764,2
Ranitidine,Quinidine,Moderate,314.41,0.3,314.14126175,112.0,324.4,2.9,324.183778013,45.6,69,228,2
Ranitidine,Raltegravir,Minor,314.41,0.3,314.14126175,112.0,444.4,1.1,444.15574595,150.0,69,1076,1
Ranitidine,Rapacuronium,Minor,314.41,0.3,314.14126175,112.0,597.9,7.6,597.46313343,55.8,69,1083,1
Ranitidine,Rilpivirine,Major,314.41,0.3,314.14126175,112.0,366.4,4.5,366.1592946,97.4,69,765,3
Risperidone,Ranitidine,Minor,410.5,2.7,410.21180428,61.9,314.41,0.3,314.14126175,112.0,231,69,1
Ranitidine,Rivastigmine,Moderate,314.41,0.3,314.14126175,112.0,250.34,2.3,250.168127949,32.8,69,623,2
Rocuronium,Ranitidine,Minor,529.8,5.0,529.40053318,59.0,314.41,0.3,314.14126175,112.0,256,69,1
Ranitidine,Selpercatinib,Major,314.41,0.3,314.14126175,112.0,525.6,2.5,525.24883788,112.0,69,1078,3
Ranitidine,Siponimod,Major,314.41,0.3,314.14126175,112.0,516.6,4.8,516.25997747,62.1,69,1034,3
Ranitidine,Sonidegib,Minor,314.41,0.3,314.14126175,112.0,485.5,5.8,485.19262619,63.7,69,1079,1
Succinylcholine,Ranitidine,Minor,290.4,0.6,290.22055744,52.6,314.41,0.3,314.14126175,112.0,257,69,1
Sulindac,Ranitidine,Minor,356.4,3.4,356.08824374,73.6,314.41,0.3,314.14126175,112.0,234,69,1
Tacrine,Ranitidine,Moderate,198.26,2.7,198.115698455,38.9,314.41,0.3,314.14126175,112.0,235,69,2
Ranitidine,Thalidomide,Moderate,314.41,0.3,314.14126175,112.0,258.23,0.3,258.0640568,83.6,69,718,2
Theophylline,Ranitidine,Moderate,180.16,0.0,180.06472551,69.3,314.41,0.3,314.14126175,112.0,239,69,2
Tolazamide,Ranitidine,Moderate,311.4,1.5,311.13036271,86.9,314.41,0.3,314.14126175,112.0,103,69,2
Ranitidine,Tolbutamide,Moderate,314.41,0.3,314.14126175,112.0,270.35,2.3,270.10381361,83.7,69,104,2
Tolmetin,Ranitidine,Minor,257.28,2.8,257.10519334,59.3,314.41,0.3,314.14126175,112.0,242,69,1
Triamterene,Ranitidine,Minor,253.26,1.0,253.10759338,130.0,314.41,0.3,314.14126175,112.0,245,69,1
Ranitidine,Triazolam,Moderate,314.41,0.3,314.14126175,112.0,343.2,2.4,342.0439018,43.1,69,630,2
Trospium,Ranitidine,Moderate,392.5,4.4,392.22256882,46.5,314.41,0.3,314.14126175,112.0,59,69,2
Ranitidine,Tubocurarine,Minor,314.41,0.3,314.14126175,112.0,609.7,6.0,609.29646203,80.6,69,719,1
Ranitidine,Vandetanib,Minor,314.41,0.3,314.14126175,112.0,475.4,4.9,474.10667,59.5,69,772,1
Ranitidine,Vecuronium,Minor,314.41,0.3,314.14126175,112.0,557.8,6.5,557.4318333,55.8,69,972,1
Ranitidine,Vismodegib,Minor,314.41,0.3,314.14126175,112.0,421.3,3.8,420.0102189,84.5,69,1080,1
Warfarin,Ranitidine,Moderate,308.3,2.7,308.10485899,63.6,314.41,0.3,314.14126175,112.0,258,69,2
Amikacin,Rabeprazole,Moderate,585.6,-7.9,585.28573644,332.0,359.4,1.9,359.13036271,96.3,259,68,2
Amphetamine,Rabeprazole,Moderate,135.21,1.8,135.104799419,26.0,359.4,1.9,359.13036271,96.3,111,68,2
Amphotericin B,Rabeprazole,Moderate,924.1,0.0,923.48784986,320.0,359.4,1.9,359.13036271,96.3,156,68,2
Anisindione,Rabeprazole,Moderate,252.26,2.9,252.078644241,43.4,359.4,1.9,359.13036271,96.3,260,68,2
Rabeprazole,Apalutamide,Moderate,359.4,1.9,359.13036271,96.3,477.4,3.0,477.08825856,121.0,68,574,2
Aprepitant,Rabeprazole,Moderate,534.4,4.2,534.15018768,75.2,359.4,1.9,359.13036271,96.3,3,68,2
Rabeprazole,Armodafinil,Moderate,359.4,1.9,359.13036271,96.3,273.4,1.7,273.08234989,79.4,68,655,2
Acetylsalicylic acid,Rabeprazole,Minor,180.16,1.2,180.04225873,63.6,359.4,1.9,359.13036271,96.3,60,68,1
Atazanavir,Rabeprazole,Major,704.9,5.6,704.38974802,171.0,359.4,1.9,359.13036271,96.3,261,68,3
Rabeprazole,Axitinib,Minor,359.4,1.9,359.13036271,96.3,386.5,4.2,386.12013238,96.0,68,1067,1
