DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter300,Cariprazine,DDInter1082,Lixisenatide,Moderate
DDInter1149,Mepenzolate,DDInter300,Cariprazine,Moderate
DDInter300,Cariprazine,DDInter1180,Methscopolamine,Moderate
DDInter1197,Metoclopramide,DDInter300,Cariprazine,Major
DDInter300,Cariprazine,DDInter1201,Metreleptin,Moderate
DDInter1209,Miconazole,DDInter300,Cariprazine,Moderate
DDInter1217,Miglitol,DDInter300,Cariprazine,Moderate
DDInter1245,Morphine (liposomal),DDInter300,Cariprazine,Major
DDInter1253,Nabilone,DDInter300,Cariprazine,Moderate
DDInter1269,Nateglinide,DDInter300,Cariprazine,Moderate
DDInter300,Cariprazine,DDInter1344,Opium,Moderate
DDInter1389,Papaverine,DDInter300,Cariprazine,Moderate
DDInter300,Cariprazine,DDInter1487,Polyethylene glycol (3350 with electrolytes),Moderate
DDInter1506,Pramlintide,DDInter300,Cariprazine,Moderate
DDInter1535,Propantheline,DDInter300,Cariprazine,Moderate
DDInter1581,Repaglinide,DDInter300,Cariprazine,Moderate
DDInter1621,Rosiglitazone,DDInter300,Cariprazine,Moderate
DDInter300,Cariprazine,DDInter1646,Saxagliptin,Moderate
DDInter1647,Scopolamine,DDInter300,Cariprazine,Moderate
DDInter300,Cariprazine,DDInter1660,Semaglutide,Moderate
DDInter1665,Sibutramine,DDInter300,Cariprazine,Moderate
DDInter1679,Sitagliptin,DDInter300,Cariprazine,Moderate
DDInter1826,Tolazamide,DDInter300,Cariprazine,Moderate
DDInter1828,Tolbutamide,DDInter300,Cariprazine,Moderate
DDInter1881,Troglitazone,DDInter300,Cariprazine,Moderate
DDInter1886,Trospium,DDInter300,Cariprazine,Moderate
DDInter301,Carisoprodol,DDInter601,Dronabinol,Moderate
DDInter301,Carisoprodol,DDInter1197,Metoclopramide,Moderate
DDInter1245,Morphine (liposomal),DDInter301,Carisoprodol,Major
DDInter301,Carisoprodol,DDInter1253,Nabilone,Moderate
DDInter301,Carisoprodol,DDInter1344,Opium,Moderate
DDInter301,Carisoprodol,DDInter1665,Sibutramine,Moderate
DDInter302,Carmustine,DDInter380,Cimetidine,Major
DDInter302,Carmustine,DDInter1055,Levofloxacin,Minor
DDInter302,Carmustine,DDInter1263,Naltrexone,Moderate
DDInter1707,Spironolactone,DDInter307,Castor oil,Moderate
DDInter1707,Spironolactone,DDInter474,Dapagliflozin,Moderate
DDInter1707,Spironolactone,DDInter601,Dronabinol,Moderate
DDInter1707,Spironolactone,DDInter636,Empagliflozin,Moderate
DDInter1707,Spironolactone,DDInter669,Ertugliflozin,Moderate
DDInter1707,Spironolactone,DDInter706,Exenatide,Moderate
DDInter1707,Spironolactone,DDInter734,Fidaxomicin,Minor
DDInter1707,Spironolactone,DDInter832,Glycerin,Moderate
DDInter1707,Spironolactone,DDInter1016,Lactitol,Moderate
DDInter1707,Spironolactone,DDInter1018,Lactulose,Moderate
DDInter1707,Spironolactone,DDInter1115,Magnesium citrate,Moderate
DDInter1707,Spironolactone,DDInter1118,Magnesium hydroxide,Moderate
DDInter1707,Spironolactone,DDInter1223,Mineral oil,Moderate
DDInter1707,Spironolactone,DDInter1224,Minocycline,Minor
DDInter1707,Spironolactone,DDInter1253,Nabilone,Moderate
DDInter1707,Spironolactone,DDInter1258,Naldemedine,Moderate
DDInter1707,Spironolactone,DDInter1261,Naloxegol,Minor
DDInter1707,Spironolactone,DDInter1344,Opium,Moderate
DDInter1707,Spironolactone,DDInter1443,Phenolphthalein,Moderate
DDInter1707,Spironolactone,DDInter1488,Polyethylene glycol (3350),Moderate
DDInter1707,Spironolactone,DDInter1487,Polyethylene glycol (3350 with electrolytes),Moderate
DDInter1707,Spironolactone,DDInter1496,Potassium bicarbonate,Major
DDInter1707,Spironolactone,DDInter1497,Potassium chloride,Major
DDInter1707,Spironolactone,DDInter1498,Potassium citrate,Major
DDInter1707,Spironolactone,DDInter1499,Potassium gluconate,Major
DDInter1707,Spironolactone,DDInter1513,Prednisolone,Moderate
DDInter1707,Spironolactone,DDInter1515,Prednisone,Moderate
DDInter1707,Spironolactone,DDInter1544,Prucalopride,Minor
DDInter1707,Spironolactone,DDInter1665,Sibutramine,Moderate
DDInter1707,Spironolactone,DDInter1783,Tetracycline,Minor
DDInter16,Acetohexamide,DDInter304,Carteolol (ophthalmic),Moderate
DDInter304,Carteolol (ophthalmic),DDInter364,Chlorpropamide,Moderate
DDInter304,Carteolol (ophthalmic),DDInter650,Ephedrine,Moderate
DDInter304,Carteolol (ophthalmic),DDInter654,Epinephrine (topical),Moderate
DDInter825,Glimepiride,DDInter304,Carteolol (ophthalmic),Moderate
DDInter304,Carteolol (ophthalmic),DDInter826,Glipizide,Moderate
DDInter304,Carteolol (ophthalmic),DDInter831,Glyburide,Moderate
DDInter934,Insulin human,DDInter304,Carteolol (ophthalmic),Moderate
DDInter304,Carteolol (ophthalmic),DDInter929,Insulin aspart (aspart),Moderate
DDInter304,Carteolol (ophthalmic),DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter304,Carteolol (ophthalmic),DDInter930,Insulin degludec,Moderate
DDInter304,Carteolol (ophthalmic),DDInter931,Insulin detemir,Moderate
DDInter932,Insulin glargine,DDInter304,Carteolol (ophthalmic),Moderate
DDInter304,Carteolol (ophthalmic),DDInter933,Insulin glulisine,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter304,Carteolol (ophthalmic),Moderate
DDInter936,Insulin human (isophane),DDInter304,Carteolol (ophthalmic),Moderate
DDInter940,Insulin lispro,DDInter304,Carteolol (ophthalmic),Moderate
DDInter941,Insulin lispro (protamine),DDInter304,Carteolol (ophthalmic),Moderate
DDInter937,Insulin human (regular),DDInter304,Carteolol (ophthalmic),Moderate
DDInter939,Insulin human (zinc),DDInter304,Carteolol (ophthalmic),Moderate
DDInter938,Insulin human (zinc extended),DDInter304,Carteolol (ophthalmic),Moderate
DDInter304,Carteolol (ophthalmic),DDInter1269,Nateglinide,Moderate
DDInter304,Carteolol (ophthalmic),DDInter1581,Repaglinide,Moderate
DDInter304,Carteolol (ophthalmic),DDInter1826,Tolazamide,Moderate
DDInter304,Carteolol (ophthalmic),DDInter1828,Tolbutamide,Moderate
DDInter16,Acetohexamide,DDInter305,Carvedilol,Moderate
DDInter305,Carvedilol,DDInter58,Aluminum hydroxide,Minor
DDInter305,Carvedilol,DDInter138,Attapulgite,Minor
DDInter305,Carvedilol,DDInter271,Calcium carbonate,Moderate
DDInter305,Carvedilol,DDInter273,Calcium citrate,Moderate
DDInter305,Carvedilol,DDInter274,Calcium glubionate anhydrous,Moderate
DDInter305,Carvedilol,DDInter276,Calcium gluconate,Moderate
DDInter305,Carvedilol,DDInter278,Calcium lactate,Moderate
DDInter364,Chlorpropamide,DDInter305,Carvedilol,Moderate
DDInter380,Cimetidine,DDInter305,Carvedilol,Moderate
DDInter397,Clidinium,DDInter305,Carvedilol,Moderate
DDInter305,Carvedilol,DDInter474,Dapagliflozin,Moderate
DDInter543,Dicyclomine,DDInter305,Carvedilol,Moderate
DDInter581,Dolasetron,DDInter305,Carvedilol,Major
DDInter601,Dronabinol,DDInter305,Carvedilol,Moderate
DDInter305,Carvedilol,DDInter629,Eliglustat,Moderate
DDInter305,Carvedilol,DDInter636,Empagliflozin,Moderate
DDInter305,Carvedilol,DDInter650,Ephedrine,Moderate
DDInter654,Epinephrine (topical),DDInter305,Carvedilol,Moderate
DDInter305,Carvedilol,DDInter669,Ertugliflozin,Moderate
DDInter825,Glimepiride,DDInter305,Carvedilol,Moderate
DDInter826,Glipizide,DDInter305,Carvedilol,Moderate
DDInter831,Glyburide,DDInter305,Carvedilol,Moderate
DDInter305,Carvedilol,DDInter833,Glycerol phenylbutyrate,Moderate
DDInter834,Glycopyrronium,DDInter305,Carvedilol,Moderate
DDInter934,Insulin human,DDInter305,Carvedilol,Moderate
DDInter305,Carvedilol,DDInter929,Insulin aspart (aspart),Moderate
DDInter305,Carvedilol,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter305,Carvedilol,DDInter930,Insulin degludec,Moderate
DDInter305,Carvedilol,DDInter931,Insulin detemir,Moderate
DDInter932,Insulin glargine,DDInter305,Carvedilol,Moderate
DDInter305,Carvedilol,DDInter933,Insulin glulisine,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter305,Carvedilol,Moderate
DDInter936,Insulin human (isophane),DDInter305,Carvedilol,Moderate
DDInter940,Insulin lispro,DDInter305,Carvedilol,Moderate
DDInter941,Insulin lispro (protamine),DDInter305,Carvedilol,Moderate
DDInter937,Insulin human (regular),DDInter305,Carvedilol,Moderate
DDInter939,Insulin human (zinc),DDInter305,Carvedilol,Moderate
DDInter938,Insulin human (zinc extended),DDInter305,Carvedilol,Moderate
DDInter305,Carvedilol,DDInter1005,Kaolin,Minor
DDInter305,Carvedilol,DDInter1112,Magaldrate,Minor
DDInter305,Carvedilol,DDInter1113,Magnesium carbonate,Minor
DDInter305,Carvedilol,DDInter1118,Magnesium hydroxide,Minor
DDInter305,Carvedilol,DDInter1119,Magnesium oxide,Minor
DDInter305,Carvedilol,DDInter1149,Mepenzolate,Moderate
DDInter305,Carvedilol,DDInter1180,Methscopolamine,Moderate
DDInter1245,Morphine (liposomal),DDInter305,Carvedilol,Moderate
DDInter1253,Nabilone,DDInter305,Carvedilol,Moderate
DDInter305,Carvedilol,DDInter1258,Naldemedine,Moderate
DDInter1269,Nateglinide,DDInter305,Carvedilol,Moderate
DDInter1300,Nitisinone,DDInter305,Carvedilol,Moderate
DDInter305,Carvedilol,DDInter1344,Opium,Moderate
DDInter1513,Prednisolone,DDInter305,Carvedilol,Moderate
DDInter1515,Prednisone,DDInter305,Carvedilol,Moderate
DDInter1535,Propantheline,DDInter305,Carvedilol,Moderate
DDInter305,Carvedilol,DDInter1544,Prucalopride,Minor
DDInter1581,Repaglinide,DDInter305,Carvedilol,Moderate
DDInter305,Carvedilol,DDInter1615,Rolapitant,Moderate
DDInter1647,Scopolamine,DDInter305,Carvedilol,Moderate
DDInter1717,Sucralfate,DDInter305,Carvedilol,Minor
DDInter1826,Tolazamide,DDInter305,Carvedilol,Moderate
DDInter1828,Tolbutamide,DDInter305,Carvedilol,Moderate
DDInter1886,Trospium,DDInter305,Carvedilol,Moderate
DDInter1164,Metformin,DDInter188,Benzthiazide,Moderate
DDInter1164,Metformin,DDInter445,Corticotropin,Moderate
DDInter1164,Metformin,DDInter682,Estrone,Moderate
DDInter1164,Metformin,DDInter717,Fenfluramine,Moderate
DDInter1164,Metformin,DDInter1898,Ulobetasol (topical),Minor
DDInter1164,Metformin,DDInter1126,Mazindol,Moderate
DDInter1164,Metformin,DDInter1346,Orciprenaline,Moderate
DDInter1164,Metformin,DDInter1162,Metaraminol,Moderate
DDInter1164,Metformin,DDInter1192,Methylprednisolone (topical),Minor
DDInter1164,Metformin,DDInter1199,Metolazone,Moderate
DDInter1164,Metformin,DDInter1289,Nicotinamide,Moderate
DDInter1164,Metformin,DDInter1458,Phenylpropanolamine,Moderate
DDInter1164,Metformin,DDInter1512,Prednicarbate (topical),Minor
DDInter1164,Metformin,DDInter1533,Promethazine,Moderate
DDInter1699,Somatotropin,DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter1826,Tolazamide,Moderate
DDInter1164,Metformin,DDInter1861,Trichlormethiazide,Moderate
DDInter1004,Kanamycin,DDInter314,Cefazolin,Moderate
DDInter1277,Neomycin,DDInter314,Cefazolin,Moderate
DDInter1713,Streptomycin,DDInter314,Cefazolin,Moderate
DDInter315,Cefdinir,DDInter58,Aluminum hydroxide,Moderate
DDInter315,Cefdinir,DDInter975,Iron,Moderate
DDInter315,Cefdinir,DDInter1112,Magaldrate,Moderate
DDInter315,Cefdinir,DDInter1113,Magnesium carbonate,Moderate
DDInter315,Cefdinir,DDInter1118,Magnesium hydroxide,Moderate
DDInter315,Cefdinir,DDInter1119,Magnesium oxide,Moderate
DDInter316,Cefditoren,DDInter58,Aluminum hydroxide,Moderate
DDInter316,Cefditoren,DDInter271,Calcium carbonate,Moderate
DDInter380,Cimetidine,DDInter316,Cefditoren,Moderate
DDInter316,Cefditoren,DDInter519,Dexlansoprazole,Moderate
DDInter676,Esomeprazole,DDInter316,Cefditoren,Moderate
DDInter1022,Lansoprazole,DDInter316,Cefditoren,Moderate
DDInter316,Cefditoren,DDInter1112,Magaldrate,Moderate
DDInter316,Cefditoren,DDInter1113,Magnesium carbonate,Moderate
DDInter316,Cefditoren,DDInter1118,Magnesium hydroxide,Moderate
DDInter316,Cefditoren,DDInter1119,Magnesium oxide,Moderate
DDInter1309,Nizatidine,DDInter316,Cefditoren,Moderate
DDInter1388,Pantoprazole,DDInter316,Cefditoren,Moderate
DDInter1569,Ranitidine (bismuth citrate),DDInter316,Cefditoren,Moderate
DDInter1004,Kanamycin,DDInter317,Cefepime,Moderate
DDInter1277,Neomycin,DDInter317,Cefepime,Moderate
DDInter1713,Streptomycin,DDInter317,Cefepime,Moderate
DDInter1487,Polyethylene glycol (3350 with electrolytes),DDInter318,Cefiderocol,Moderate
DDInter319,Cefixime,DDInter1004,Kanamycin,Moderate
DDInter319,Cefixime,DDInter1277,Neomycin,Moderate
DDInter319,Cefixime,DDInter1713,Streptomycin,Moderate
DDInter323,Cefotaxime,DDInter1004,Kanamycin,Moderate
DDInter323,Cefotaxime,DDInter1277,Neomycin,Moderate
DDInter323,Cefotaxime,DDInter1713,Streptomycin,Moderate
DDInter1004,Kanamycin,DDInter324,Cefotetan,Moderate
DDInter1277,Neomycin,DDInter324,Cefotetan,Moderate
DDInter1713,Streptomycin,DDInter324,Cefotetan,Moderate
DDInter1004,Kanamycin,DDInter325,Cefoxitin,Moderate
DDInter1277,Neomycin,DDInter325,Cefoxitin,Moderate
DDInter1713,Streptomycin,DDInter325,Cefoxitin,Moderate
DDInter326,Cefpodoxime,DDInter58,Aluminum hydroxide,Moderate
DDInter326,Cefpodoxime,DDInter271,Calcium carbonate,Moderate
DDInter380,Cimetidine,DDInter326,Cefpodoxime,Moderate
DDInter326,Cefpodoxime,DDInter519,Dexlansoprazole,Moderate
DDInter676,Esomeprazole,DDInter326,Cefpodoxime,Moderate
DDInter1004,Kanamycin,DDInter326,Cefpodoxime,Moderate
DDInter1022,Lansoprazole,DDInter326,Cefpodoxime,Moderate
DDInter326,Cefpodoxime,DDInter1112,Magaldrate,Moderate
DDInter326,Cefpodoxime,DDInter1113,Magnesium carbonate,Moderate
DDInter326,Cefpodoxime,DDInter1118,Magnesium hydroxide,Moderate
DDInter1119,Magnesium oxide,DDInter326,Cefpodoxime,Moderate
DDInter1277,Neomycin,DDInter326,Cefpodoxime,Moderate
DDInter1309,Nizatidine,DDInter326,Cefpodoxime,Moderate
DDInter1388,Pantoprazole,DDInter326,Cefpodoxime,Moderate
DDInter1569,Ranitidine (bismuth citrate),DDInter326,Cefpodoxime,Moderate
DDInter1713,Streptomycin,DDInter326,Cefpodoxime,Moderate
DDInter327,Cefprozil,DDInter1004,Kanamycin,Moderate
DDInter1277,Neomycin,DDInter327,Cefprozil,Moderate
DDInter1713,Streptomycin,DDInter327,Cefprozil,Moderate
DDInter1004,Kanamycin,DDInter329,Ceftaroline fosamil,Moderate
DDInter1277,Neomycin,DDInter329,Ceftaroline fosamil,Moderate
DDInter1713,Streptomycin,DDInter329,Ceftaroline fosamil,Moderate
DDInter330,Ceftazidime,DDInter85,Amphotericin B,Moderate
DDInter330,Ceftazidime,DDInter86,Amphotericin B (cholesteryl sulfate),Moderate
DDInter330,Ceftazidime,DDInter87,Amphotericin B (lipid complex),Moderate
DDInter330,Ceftazidime,DDInter88,Amphotericin B (liposomal),Moderate
DDInter330,Ceftazidime,DDInter1004,Kanamycin,Moderate
DDInter330,Ceftazidime,DDInter1277,Neomycin,Moderate
DDInter330,Ceftazidime,DDInter1713,Streptomycin,Moderate
DDInter1004,Kanamycin,DDInter333,Ceftolozane,Moderate
DDInter1277,Neomycin,DDInter333,Ceftolozane,Moderate
DDInter1713,Streptomycin,DDInter333,Ceftolozane,Moderate
DDInter272,Calcium chloride,DDInter334,Ceftriaxone,Major
DDInter275,Calcium glucoheptonate,DDInter334,Ceftriaxone,Major
DDInter334,Ceftriaxone,DDInter276,Calcium gluconate,Major
DDInter1004,Kanamycin,DDInter334,Ceftriaxone,Moderate
DDInter1277,Neomycin,DDInter334,Ceftriaxone,Moderate
DDInter1713,Streptomycin,DDInter334,Ceftriaxone,Moderate
DDInter335,Cefuroxime,DDInter58,Aluminum hydroxide,Moderate
DDInter335,Cefuroxime,DDInter271,Calcium carbonate,Moderate
DDInter380,Cimetidine,DDInter335,Cefuroxime,Moderate
DDInter335,Cefuroxime,DDInter519,Dexlansoprazole,Moderate
DDInter676,Esomeprazole,DDInter335,Cefuroxime,Moderate
DDInter335,Cefuroxime,DDInter1004,Kanamycin,Moderate
DDInter1022,Lansoprazole,DDInter335,Cefuroxime,Moderate
DDInter335,Cefuroxime,DDInter1112,Magaldrate,Moderate
DDInter335,Cefuroxime,DDInter1113,Magnesium carbonate,Moderate
DDInter335,Cefuroxime,DDInter1118,Magnesium hydroxide,Moderate
DDInter335,Cefuroxime,DDInter1119,Magnesium oxide,Moderate
DDInter1277,Neomycin,DDInter335,Cefuroxime,Moderate
DDInter1309,Nizatidine,DDInter335,Cefuroxime,Moderate
DDInter1388,Pantoprazole,DDInter335,Cefuroxime,Moderate
DDInter1569,Ranitidine (bismuth citrate),DDInter335,Cefuroxime,Moderate
DDInter1713,Streptomycin,DDInter335,Cefuroxime,Moderate
DDInter336,Celecoxib,DDInter1209,Miconazole,Moderate
DDInter1300,Nitisinone,DDInter336,Celecoxib,Moderate
DDInter336,Celecoxib,DDInter1513,Prednisolone,Moderate
DDInter336,Celecoxib,DDInter1515,Prednisone,Moderate
DDInter1513,Prednisolone,DDInter337,Cemiplimab,Moderate
DDInter1515,Prednisone,DDInter337,Cemiplimab,Moderate
DDInter364,Chlorpropamide,DDInter338,Cenobamate,Moderate
DDInter385,Cisapride,DDInter338,Cenobamate,Moderate
DDInter393,Clarithromycin,DDInter338,Cenobamate,Moderate
DDInter601,Dronabinol,DDInter338,Cenobamate,Moderate
DDInter338,Cenobamate,DDInter629,Eliglustat,Moderate
DDInter676,Esomeprazole,DDInter338,Cenobamate,Moderate
DDInter840,Granisetron,DDInter338,Cenobamate,Moderate
DDInter338,Cenobamate,DDInter1070,Linagliptin,Moderate
DDInter1197,Metoclopramide,DDInter338,Cenobamate,Moderate
DDInter1245,Morphine (liposomal),DDInter338,Cenobamate,Moderate
DDInter1253,Nabilone,DDInter338,Cenobamate,Moderate
DDInter338,Cenobamate,DDInter1258,Naldemedine,Moderate
DDInter338,Cenobamate,DDInter1261,Naloxegol,Moderate
DDInter1300,Nitisinone,DDInter338,Cenobamate,Moderate
DDInter1342,Ondansetron,DDInter338,Cenobamate,Moderate
DDInter338,Cenobamate,DDInter1344,Opium,Moderate
DDInter1388,Pantoprazole,DDInter338,Cenobamate,Moderate
DDInter1513,Prednisolone,DDInter338,Cenobamate,Moderate
DDInter1515,Prednisone,DDInter338,Cenobamate,Moderate
DDInter1581,Repaglinide,DDInter338,Cenobamate,Moderate
DDInter338,Cenobamate,DDInter1615,Rolapitant,Moderate
DDInter338,Cenobamate,DDInter1646,Saxagliptin,Moderate
DDInter1665,Sibutramine,DDInter338,Cenobamate,Moderate
DDInter1811,Tinidazole,DDInter338,Cenobamate,Moderate
DDInter1881,Troglitazone,DDInter338,Cenobamate,Moderate
DDInter16,Acetohexamide,DDInter340,Ceritinib,Moderate
DDInter58,Aluminum hydroxide,DDInter340,Ceritinib,Moderate
DDInter271,Calcium carbonate,DDInter340,Ceritinib,Moderate
DDInter340,Ceritinib,DDInter307,Castor oil,Moderate
DDInter364,Chlorpropamide,DDInter340,Ceritinib,Moderate
DDInter380,Cimetidine,DDInter340,Ceritinib,Moderate
DDInter385,Cisapride,DDInter340,Ceritinib,Major
DDInter393,Clarithromycin,DDInter340,Ceritinib,Major
DDInter416,Clotrimazole,DDInter340,Ceritinib,Moderate
DDInter474,Dapagliflozin,DDInter340,Ceritinib,Moderate
DDInter514,Dexamethasone (nasal),DDInter340,Ceritinib,Moderate
DDInter515,Dexamethasone (ophthalmic),DDInter340,Ceritinib,Moderate
DDInter519,Dexlansoprazole,DDInter340,Ceritinib,Moderate
DDInter581,Dolasetron,DDInter340,Ceritinib,Major
DDInter607,Dulaglutide,DDInter340,Ceritinib,Moderate
DDInter629,Eliglustat,DDInter340,Ceritinib,Major
DDInter636,Empagliflozin,DDInter340,Ceritinib,Moderate
DDInter340,Ceritinib,DDInter669,Ertugliflozin,Moderate
DDInter676,Esomeprazole,DDInter340,Ceritinib,Moderate
DDInter706,Exenatide,DDInter340,Ceritinib,Moderate
DDInter825,Glimepiride,DDInter340,Ceritinib,Moderate
DDInter826,Glipizide,DDInter340,Ceritinib,Moderate
DDInter831,Glyburide,DDInter340,Ceritinib,Moderate
DDInter340,Ceritinib,DDInter832,Glycerin,Moderate
DDInter840,Granisetron,DDInter340,Ceritinib,Major
DDInter934,Insulin human,DDInter340,Ceritinib,Moderate
DDInter929,Insulin aspart (aspart),DDInter340,Ceritinib,Moderate
DDInter928,Insulin aspart (aspart protamine),DDInter340,Ceritinib,Moderate
DDInter340,Ceritinib,DDInter930,Insulin degludec,Moderate
DDInter931,Insulin detemir,DDInter340,Ceritinib,Moderate
DDInter932,Insulin glargine,DDInter340,Ceritinib,Moderate
DDInter933,Insulin glulisine,DDInter340,Ceritinib,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter340,Ceritinib,Moderate
DDInter936,Insulin human (isophane),DDInter340,Ceritinib,Moderate
DDInter940,Insulin lispro,DDInter340,Ceritinib,Moderate
DDInter941,Insulin lispro (protamine),DDInter340,Ceritinib,Moderate
DDInter937,Insulin human (regular),DDInter340,Ceritinib,Moderate
DDInter939,Insulin human (zinc),DDInter340,Ceritinib,Moderate
DDInter938,Insulin human (zinc extended),DDInter340,Ceritinib,Moderate
DDInter340,Ceritinib,DDInter1016,Lactitol,Moderate
DDInter1018,Lactulose,DDInter340,Ceritinib,Moderate
DDInter1022,Lansoprazole,DDInter340,Ceritinib,Moderate
DDInter1055,Levofloxacin,DDInter340,Ceritinib,Major
DDInter1070,Linagliptin,DDInter340,Ceritinib,Moderate
DDInter1077,Liraglutide,DDInter340,Ceritinib,Moderate
DDInter340,Ceritinib,DDInter1082,Lixisenatide,Moderate
DDInter1112,Magaldrate,DDInter340,Ceritinib,Moderate
DDInter340,Ceritinib,DDInter1113,Magnesium carbonate,Moderate
DDInter340,Ceritinib,DDInter1115,Magnesium citrate,Moderate
DDInter340,Ceritinib,DDInter1118,Magnesium hydroxide,Moderate
DDInter1119,Magnesium oxide,DDInter340,Ceritinib,Moderate
DDInter1201,Metreleptin,DDInter340,Ceritinib,Moderate
DDInter1202,Metronidazole,DDInter340,Ceritinib,Minor
DDInter1209,Miconazole,DDInter340,Ceritinib,Moderate
DDInter1217,Miglitol,DDInter340,Ceritinib,Moderate
DDInter340,Ceritinib,DDInter1223,Mineral oil,Moderate
DDInter340,Ceritinib,DDInter1258,Naldemedine,Moderate
